SET	PDB_ID	CLUSTER_ID
TRAIN	5u31_B	267
TRAIN	4tuc_XY	1297
TRAIN	4tue_XY	1297
TRAIN	4tud_XY	1297
TRAIN	5fj1_A	916
TRAIN	5fj1_D	916
TRAIN	5fj1_F	916
TRAIN	5fj1_B	916
TRAIN	5fj1_C	916
TRAIN	5fj1_G	916
TRAIN	5fj1_H	916
TRAIN	5fj1_E	916
TRAIN	4fnj_A	1550
TRAIN	4pcj_A	1550
TRAIN	1ze2_C	1556
TRAIN	7py5_N	2452
TRAIN	5nfv_C	1002
TRAIN	6i1k_C	1002
TRAIN	6omv_E	1410
TRAIN	7eia_B	850
TRAIN	6aeg_C	398
TRAIN	6aeb_C	398
TRAIN	6aeb_G	398
TRAIN	6gov_L	954
TRAIN	5nrl_2	14
TRAIN	7oqb_2	14
TRAIN	2lpa_A	1944
TRAIN	7st7_4	1502
TRAIN	2n2o_A	2143
TRAIN	6hak_F	609
TRAIN	6hak_P	609
TRAIN	7eon_A	728
TRAIN	7eop_A	728
TRAIN	7eoo_A	728
TRAIN	7eoj_A	728
TRAIN	7eoh_A	728
TRAIN	7eok_A	728
TRAIN	7eog_A	728
TRAIN	7eoi_A	728
TRAIN	7eom_A	728
TRAIN	7eol_A	728
TRAIN	1ie1_A	1513
TRAIN	1u2a_A	1650
TRAIN	7kga_A	83
TRAIN	7kga_B	83
TRAIN	4by9_A	344
TRAIN	4by9_B	344
TRAIN	6ri9_T	2258
TRAIN	2bny_R	231
TRAIN	2c51_R	231
TRAIN	2izn_R	231
TRAIN	6o0x_D	2383
TRAIN	4ay2_C	2225
TRAIN	4wqs_G	845
TRAIN	2rp0_A	2570
TRAIN	6tw1_V	220
TRAIN	6t0s_V	220
TRAIN	6szu_V	220
TRAIN	2r7z_T	1746
TRAIN	6qyz_C	844
TRAIN	6qyz_A	844
TRAIN	6qyz_E	844
TRAIN	6qyz_D	844
TRAIN	6qyz_B	844
TRAIN	5lm7_G	51
TRAIN	5lm7_R	51
TRAIN	6rxt_C2	104
TRAIN	5oql_2	104
TRAIN	6rxu_C2	104
TRAIN	6rxx_C2	104
TRAIN	6rxy_C2	104
TRAIN	5jpq_3	104
TRAIN	6rxv_C2	104
TRAIN	6rxz_C2	104
TRAIN	5y87_D	820
TRAIN	5y85_D	820
TRAIN	5y85_B	820
TRAIN	5y87_B	820
TRAIN	7eia_C	2216
TRAIN	2mff_D	368
TRAIN	3izz_D	1040
TRAIN	7ox9_C	623
TRAIN	7ox8_C	623
TRAIN	1y99_B	2328
TRAIN	5z71_A	1613
TRAIN	1ajf_A	1898
TRAIN	3suh_X	620
TRAIN	3suy_X	620
TRAIN	3sux_X	620
TRAIN	6ymk_A	553
TRAIN	6yml_A	553
TRAIN	6ymi_M	553
TRAIN	6ymk_F	553
TRAIN	6yl5_A	553
TRAIN	6ymj_A	553
TRAIN	6ymj_F	553
TRAIN	6ymk_M	553
TRAIN	6yl5_I	553
TRAIN	6ymm_A	553
TRAIN	6ymj_M	553
TRAIN	6yl5_E	553
TRAIN	6ylb_M	553
TRAIN	6ymi_A	553
TRAIN	6ylb_F	553
TRAIN	6ylb_A	553
TRAIN	6ymi_F	553
TRAIN	6v4x_Y	1913
TRAIN	4v6z_A1	613
TRAIN	4v73_A3	613
TRAIN	6o97_1w	332
TRAIN	6nd6_1w	332
TRAIN	6cae_1w	332
TRAIN	4wpo_DW	332
TRAIN	6uo1_2w	332
TRAIN	4v6f_BB	332
TRAIN	4w2i_CW	332
TRAIN	6qnr_1K	332
TRAIN	5doy_1w	332
TRAIN	7rq9_1w	332
TRAIN	1vy4_AW	332
TRAIN	5j4c_2w	332
TRAIN	6xhy_1w	332
TRAIN	6gsk_1K	332
TRAIN	6xhw_1w	332
TRAIN	3j0l_Y	332
TRAIN	5ndj_W4	332
TRAIN	1vy4_CW	332
TRAIN	4v7c_AV	332
TRAIN	4wro_1K	332
TRAIN	4v6g_CB	332
TRAIN	6qnq_1K	332
TRAIN	1vy5_CW	332
TRAIN	5wit_2w	332
TRAIN	4wt8_C2	332
TRAIN	3j46_a	332
TRAIN	6xhw_2w	332
TRAIN	4w2g_CW	332
TRAIN	4w2g_AW	332
TRAIN	5ndk_W1	332
TRAIN	6cfj_1w	332
TRAIN	7rq8_2w	332
TRAIN	4z3s_1w	332
TRAIN	3j0o_Y	332
TRAIN	6xhv_1w	332
TRAIN	6gsj_1K	332
TRAIN	6nd5_2w	332
TRAIN	5jte_AW	332
TRAIN	4y4p_1w	332
TRAIN	6nd5_1w	332
TRAIN	4y4p_2w	332
TRAIN	6xhy_2w	332
TRAIN	4wzo_1K	332
TRAIN	5aa0_BD	332
TRAIN	4wsd_1L	332
TRAIN	5wit_1w	332
TRAIN	4w2i_AW	332
TRAIN	1vy5_AW	332
TRAIN	6gsk_1L	332
TRAIN	5doy_2w	332
TRAIN	4w2f_CW	332
TRAIN	5w4k_1w	332
TRAIN	4wqr_1L	332
TRAIN	7rq9_2w	332
TRAIN	5wis_1w	332
TRAIN	4z3s_2w	332
TRAIN	6nd6_2w	332
TRAIN	4w2f_AW	332
TRAIN	4v6f_CB	332
TRAIN	4wsd_1K	332
TRAIN	6qnr_1L	332
TRAIN	5j4b_1w	332
TRAIN	6o97_2w	332
TRAIN	6of1_2w	332
TRAIN	5w4k_2w	332
TRAIN	4wqr_1K	332
TRAIN	6of1_1w	332
TRAIN	4wpo_BW	332
TRAIN	4wro_1L	332
TRAIN	5j4b_2w	332
TRAIN	4wt1_1K	332
TRAIN	6uo1_1w	332
TRAIN	5wis_2w	332
TRAIN	5ndj_W1	332
TRAIN	6cae_2w	332
TRAIN	6xhv_2w	332
TRAIN	3j0p_Y	332
TRAIN	5j4c_1w	332
TRAIN	6gsj_1L	332
TRAIN	7rq8_1w	332
TRAIN	5ndk_W4	332
TRAIN	4wt1_1L	332
TRAIN	6cfj_2w	332
TRAIN	4qoz_D	389
TRAIN	4l8r_D	389
TRAIN	6em1_6	37
TRAIN	6em3_6	37
TRAIN	7ohp_6	37
TRAIN	7ohr_6	37
TRAIN	6ylx_6	37
TRAIN	6yly_6	37
TRAIN	5z3g_C	37
TRAIN	7ohw_6	37
TRAIN	7btb_6	37
TRAIN	6cb1_6	37
TRAIN	6elz_6	37
TRAIN	7ohs_6	37
TRAIN	7ohx_6	37
TRAIN	6c0f_6	37
TRAIN	7ohv_6	37
TRAIN	6em5_6	37
TRAIN	7ohq_6	37
TRAIN	6em4_6	37
TRAIN	3jct_6	37
TRAIN	6m62_6	37
TRAIN	7nsi_AV	184
TRAIN	6ydw_AY	184
TRAIN	7odf_E	1163
TRAIN	6gmh_P	985
TRAIN	1m5o_D	2255
TRAIN	5vj9_D	331
TRAIN	5vjb_D	331
TRAIN	5vjb_C	331
TRAIN	5vj9_C	331
TRAIN	5ndh_C	331
TRAIN	5ndh_D	331
TRAIN	5ndh_B	331
TRAIN	5lmq_Y	2209
TRAIN	1xpe_A	1160
TRAIN	2b8r_A	1160
TRAIN	6n1d_BMRN	1073
TRAIN	6wb1_D	2485
TRAIN	2ab4_B	2234
TRAIN	2ake_B	20
TRAIN	7abz_7	20
TRAIN	6vwn_5	20
TRAIN	2dr2_B	20
TRAIN	2azx_C	20
TRAIN	6vwm_5	20
TRAIN	7d58_R	1806
TRAIN	1jtj_A	2139
TRAIN	1d6k_B	1417
TRAIN	7elh_R	1477
TRAIN	3siv_C	511
TRAIN	3siv_I	511
TRAIN	5uyp_V	1769
TRAIN	4kyy_B	542
TRAIN	6jbf_C	1962
TRAIN	5ndi_D	363
TRAIN	5ndi_A	363
TRAIN	5zeg_A	1346
TRAIN	1ull_A	2441
TRAIN	2fmt_C	293
TRAIN	2fmt_D	293
TRAIN	3v11_D	293
TRAIN	3cw5_A	293
TRAIN	6ahu_T	293
TRAIN	6k0b_U	293
TRAIN	6k0b_V	293
TRAIN	5jb3_4	293
TRAIN	3cw6_A	293
TRAIN	6ah3_T	293
TRAIN	7chd_I	293
TRAIN	7chd_J	293
TRAIN	4v6y_A3	293
TRAIN	7n0c_T	2273
TRAIN	6tqn_L	2555
TRAIN	5w66_S	2476
TRAIN	4pwd_P	2625
TRAIN	7dd4_A	1821
TRAIN	6zu1_CT	762
TRAIN	6ztl_CT	762
TRAIN	6ztn_CT	762
TRAIN	6ztj_CT	762
TRAIN	6zto_CT	762
TRAIN	6ztp_CT	762
TRAIN	6ztm_CT	762
TRAIN	4m30_C	119
TRAIN	4m2z_C	119
TRAIN	4m2z_D	119
TRAIN	4m30_D	119
TRAIN	5axw_B	668
TRAIN	6rja_G	668
TRAIN	6rj9_D	668
TRAIN	7el1_B	668
TRAIN	6m0x_B	668
TRAIN	6rjd_D	668
TRAIN	5czz_B	668
TRAIN	6rjg_D	668
TRAIN	6m0w_B	668
TRAIN	6rja_D	668
TRAIN	6m0v_B	668
TRAIN	7o0g_F	1467
TRAIN	2oiy_A	350
TRAIN	2oij_A	350
TRAIN	3far_A	350
TRAIN	2l2k_A	736
TRAIN	6mfr_F	833
TRAIN	6mdz_F	833
TRAIN	6j6n_B	1388
TRAIN	2m4q_1	1096
TRAIN	2y9h_H	1308
TRAIN	2y9h_D	1308
TRAIN	5y87_A	1352
TRAIN	5y85_A	1352
TRAIN	5msf_S	858
TRAIN	5msf_R	858
TRAIN	1u1y_S	858
TRAIN	1u1y_R	858
TRAIN	3moj_A	1438
TRAIN	6ymk_O	1202
TRAIN	6ymj_I	1202
TRAIN	6yl5_K	1202
TRAIN	6ymk_I	1202
TRAIN	6yl5_G	1202
TRAIN	6ylb_O	1202
TRAIN	6ylb_I	1202
TRAIN	6ymj_O	1202
TRAIN	6ymi_I	1202
TRAIN	6ymi_O	1202
TRAIN	2gv3_A	1506
TRAIN	1uui_B	1771
TRAIN	4phy_A	2265
TRAIN	1msw_T	1092
TRAIN	2bj2_B	1594
TRAIN	5xlo_K	1674
TRAIN	7d82_A	864
TRAIN	7d81_A	864
TRAIN	3hjy_D	2545
TRAIN	1r2p_A	2161
TRAIN	7st6_4	1491
TRAIN	6vu3_7	2153
TRAIN	6q8u_A	79
TRAIN	6q8u_B	79
TRAIN	6qn3_B	341
TRAIN	6qn3_A	341
TRAIN	4kz2_B	1258
TRAIN	1jur_A	1922
TRAIN	6ytf_7	2170
TRAIN	2oiu_Q	2095
TRAIN	7abf_Z	935
TRAIN	7abg_Z	935
TRAIN	6hct_A	1469
TRAIN	2zni_C	843
TRAIN	2zni_D	843
TRAIN	3t4b_A	1071
TRAIN	6whi_O	1593
TRAIN	5bjp_E	1051
TRAIN	6e84_A	1051
TRAIN	6e81_A	1051
TRAIN	6e82_A	1051
TRAIN	5bjo_E	1051
TRAIN	5lj5_E	1318
TRAIN	5lj3_E	1318
TRAIN	6h66_X	305
TRAIN	7bkq_X	305
TRAIN	6g1x_X	305
TRAIN	6h61_X	305
TRAIN	7nga_Y	305
TRAIN	6g1s_X	305
TRAIN	6h0r_A	2207
TRAIN	2mf1_G	2296
TRAIN	4s3n_B	1772
TRAIN	6c8o_B	252
TRAIN	6c8n_B	252
TRAIN	6c8n_A	252
TRAIN	6c8m_A	252
TRAIN	6c8o_A	252
TRAIN	1s34_A	2734
TRAIN	6j9e_H	2219
TRAIN	5msg_R	2523
TRAIN	7p0v_B	1412
TRAIN	5btm_B	33
TRAIN	5btm_A	33
TRAIN	4k27_U	33
TRAIN	1jwc_A	2101
TRAIN	5y58_Y	617
TRAIN	5y58_X	617
TRAIN	5y58_Z	617
TRAIN	2lwk_A	2356
TRAIN	2pcv_A	1333
TRAIN	5kpv_29	998
TRAIN	1k9w_A	1617
TRAIN	5voe_A	1946
TRAIN	5vof_A	1946
TRAIN	5ndj_Y1	651
TRAIN	5ndk_Y1	651
TRAIN	5zlu_DD	322
TRAIN	3q1r_C	322
TRAIN	3q1q_C	322
TRAIN	5ddp_A	1199
TRAIN	5ddr_A	1199
TRAIN	5ddp_B	1199
TRAIN	5ddr_B	1199
TRAIN	4pwd_E	1276
TRAIN	1a60_A	1901
TRAIN	2kvn_A	1622
TRAIN	6v4x_Z	1564
TRAIN	1lux_A	1716
TRAIN	5e54_B	1343
TRAIN	5e54_A	1343
TRAIN	5swd_A	1343
TRAIN	5swd_B	1343
TRAIN	3fu2_A	196
TRAIN	3fu2_B	196
TRAIN	3k1v_A	196
TRAIN	3fu2_C	196
TRAIN	4p3s_B	923
TRAIN	3td1_A	923
TRAIN	5zei_A	923
TRAIN	4k32_A	923
TRAIN	4x4n_G	356
TRAIN	4x4t_G	356
TRAIN	4x4u_G	356
TRAIN	6d9j_4	1434
TRAIN	5t3k_B	494
TRAIN	1t0d_B	494
TRAIN	6ndk_XY	1378
TRAIN	4ghl_E	2489
TRAIN	2npy_D	948
TRAIN	3gs8_D	948
TRAIN	2p7f_D	948
TRAIN	3gs1_D	948
TRAIN	3gs5_C	948
TRAIN	6ord_QX	67
TRAIN	6of6_QX	67
TRAIN	5f9r_C	1494
TRAIN	2ktz_A	2619
TRAIN	1xok_A	973
TRAIN	2gv4_A	2154
TRAIN	7n1p_mR	838
TRAIN	1eht_A	1791
TRAIN	4oqu_A	933
TRAIN	4l81_A	933
TRAIN	4bkk_A	713
TRAIN	5vvs_T	2107
TRAIN	5kpw_29	2733
TRAIN	1z31_A	1863
TRAIN	7og0_D	1361
TRAIN	5x22_G	301
TRAIN	5x21_G	301
TRAIN	5x22_Q	301
TRAIN	3x1l_I	2347
TRAIN	3dkn_F	2499
TRAIN	6aau_A	2510
TRAIN	6mur_G	563
TRAIN	6muu_G	563
TRAIN	6o7e_G	563
TRAIN	6o7h_G	563
TRAIN	6vmy_A	2478
TRAIN	4wsd_3K	323
TRAIN	5el7_3K	323
TRAIN	4wt1_3K	323
TRAIN	4wqr_3K	323
TRAIN	4wzo_3K	323
TRAIN	5el5_3K	323
TRAIN	4wro_3K	323
TRAIN	5el5_3L	323
TRAIN	7kx9_C	1779
TRAIN	3bo1_D	2735
TRAIN	3bo0_D	2735
TRAIN	6z9q_K	1436
TRAIN	2y9h_N	278
TRAIN	2y9h_P	278
TRAIN	2b6g_B	1908
TRAIN	4gpy_A	2450
TRAIN	2e2h_T	1014
TRAIN	2nvz_T	1014
TRAIN	5ddo_B	1579
TRAIN	1hmh_C	1011
TRAIN	6ow3_H	1305
TRAIN	3zla_J	1231
TRAIN	1c04_F	2526
TRAIN	430d_A	2526
TRAIN	7wb1_C	2459
TRAIN	3loa_A	1695
TRAIN	2l2j_A	1078
TRAIN	3bns_A	379
TRAIN	3bnq_A	379
TRAIN	3bnr_A	379
TRAIN	5zwo_G	367
TRAIN	5zwm_G	367
TRAIN	6y0y_A	2318
TRAIN	5lqw_9	1835
TRAIN	7dok_T	1678
TRAIN	5w64_T	2486
TRAIN	2f4x_A	211
TRAIN	2f4x_B	211
TRAIN	6o6c_M	1445
TRAIN	6l0y_B	1925
TRAIN	2gbh_A	897
TRAIN	2l3j_B	897
TRAIN	387d_A	1637
TRAIN	2j28_8	2657
TRAIN	3ts2_U	1018
TRAIN	7qv2_A	1507
TRAIN	1dfu_M	392
TRAIN	6nta_QV	636
TRAIN	6nsh_QV	636
TRAIN	7ap8_T	1684
TRAIN	1f7h_A	1393
TRAIN	7rim_T	2714
TRAIN	2l6i_A	2316
TRAIN	1egk_A	394
TRAIN	1egk_C	394
TRAIN	7riw_N	1840
TRAIN	484d_B	1461
TRAIN	4v6o_AC	1975
TRAIN	4tuc_QY	1817
TRAIN	5lmn_Y	408
TRAIN	5h0r_I	1940
TRAIN	6gte_B	2360
TRAIN	6wmp_G	2679
TRAIN	5nrl_6	483
TRAIN	5zwm_F	483
TRAIN	5zwo_F	483
TRAIN	6vyq_A	324
TRAIN	6vyt_A	324
TRAIN	6vys_A	324
TRAIN	4v67_CZ	324
TRAIN	6x6t_B	324
TRAIN	6wd6_6	324
TRAIN	6wd9_6	324
TRAIN	4v9q_DW	324
TRAIN	4v8c_DD	324
TRAIN	6xdq_A	324
TRAIN	4ypb_XW	324
TRAIN	4v7k_Bw	324
TRAIN	6c4i_y	324
TRAIN	6vyy_B	324
TRAIN	4v6g_AD	324
TRAIN	4v87_BD	324
TRAIN	6wd7_6	324
TRAIN	4v63_CZ	324
TRAIN	4v7j_Bw	324
TRAIN	6otr_XW	324
TRAIN	6bok_GB	324
TRAIN	6xgf_A	324
TRAIN	6wdb_6	324
TRAIN	6xgf_B	324
TRAIN	4v8x_CW	324
TRAIN	6xdr_B	324
TRAIN	4v7j_Aw	324
TRAIN	6xdr_A	324
TRAIN	6wd5_6	324
TRAIN	6boh_IB	324
TRAIN	6vyr_B	324
TRAIN	6vzj_B	324
TRAIN	4v67_AZ	324
TRAIN	6wd3_6	324
TRAIN	6vu3_B	324
TRAIN	6vys_B	324
TRAIN	4w4g_XW	324
TRAIN	6vyu_A	324
TRAIN	4v9b_CD	324
TRAIN	6x7k_B	324
TRAIN	4v9q_BW	324
TRAIN	4v6g_CD	324
TRAIN	6boh_D	324
TRAIN	5d8b_XC	324
TRAIN	6wdi_6	324
TRAIN	6wd8_6	324
TRAIN	4v8b_CD	324
TRAIN	6dnc_D	324
TRAIN	6xdq_B	324
TRAIN	6oxa_XW	324
TRAIN	4v5k_CW	324
TRAIN	4v8b_AD	324
TRAIN	6wdh_6	324
TRAIN	6vyw_B	324
TRAIN	6vzj_A	324
TRAIN	6vyy_A	324
TRAIN	6vyx_B	324
TRAIN	6x9q_B	324
TRAIN	6x7k_A	324
TRAIN	6qnq_3L	324
TRAIN	6xii_B	324
TRAIN	6vyz_A	324
TRAIN	6vu3_A	324
TRAIN	6wd4_6	324
TRAIN	6vyx_A	324
TRAIN	4v63_AZ	324
TRAIN	6qnq_3K	324
TRAIN	6b4v_D	324
TRAIN	6vz5_A	324
TRAIN	6xij_B	324
TRAIN	6wde_6	324
TRAIN	6vz5_B	324
TRAIN	6b4v_HB	324
TRAIN	6vz2_B	324
TRAIN	4v7k_Aw	324
TRAIN	4v5k_AW	324
TRAIN	4v9b_AD	324
TRAIN	6xii_A	324
TRAIN	4v8x_AW	324
TRAIN	6x7f_B	324
TRAIN	6x7f_A	324
TRAIN	6vz7_B	324
TRAIN	6vz7_A	324
TRAIN	6wdm_6	324
TRAIN	6wdc_6	324
TRAIN	5u4i_y	324
TRAIN	4v87_CD	324
TRAIN	6wdj_6	324
TRAIN	6vyu_B	324
TRAIN	6vyr_A	324
TRAIN	5d8b_BD	324
TRAIN	6x6t_A	324
TRAIN	6wdl_6	324
TRAIN	6vz2_A	324
TRAIN	6vyz_B	324
TRAIN	4v8c_CD	324
TRAIN	6wdd_6	324
TRAIN	6x9q_A	324
TRAIN	6wd2_6	324
TRAIN	6vyt_B	324
TRAIN	6vyw_A	324
TRAIN	6vyq_B	324
TRAIN	4v8q_BW	324
TRAIN	6wdk_6	324
TRAIN	6xij_A	324
TRAIN	6bok_D	324
TRAIN	1qbp_F	1848
TRAIN	3u56_B	144
TRAIN	5npm_B	144
TRAIN	5ml7_B	144
TRAIN	3umy_B	144
TRAIN	4qg3_B	144
TRAIN	5ml7_A	144
TRAIN	3u4m_B	144
TRAIN	4qvi_B	144
TRAIN	4s3n_C	2551
TRAIN	1biv_A	1829
TRAIN	1p6v_D	1282
TRAIN	6tz2_M	1787
TRAIN	6kl9_G	32
TRAIN	6iv6_G	32
TRAIN	7abi_Z	2199
TRAIN	3ciy_C	937
TRAIN	3ciy_D	937
TRAIN	5v6x_C	435
TRAIN	5ud5_C	435
TRAIN	5v6x_D	435
TRAIN	5ud5_D	435
TRAIN	1feu_C	797
TRAIN	2n6s_A	1844
TRAIN	5bjo_Y	568
TRAIN	5bjp_Y	568
TRAIN	3dkn_E	1554
TRAIN	5b2p_C	2091
TRAIN	5b2o_C	2091
TRAIN	5b2q_C	2091
TRAIN	1j7t_A	269
TRAIN	3s4p_B	269
TRAIN	3ovb_D	525
TRAIN	3ouy_C	525
TRAIN	3ovs_D	525
TRAIN	3ovb_C	525
TRAIN	3ovs_C	525
TRAIN	3ouy_D	525
TRAIN	3ova_C	525
TRAIN	3ov7_D	525
TRAIN	3ov7_C	525
TRAIN	6tqo_L	2746
TRAIN	3j45_2	2470
TRAIN	3j46_2	2470
TRAIN	1kp7_A	1561
TRAIN	5b2s_C	1
TRAIN	5b2r_C	1
TRAIN	5b2t_C	1
TRAIN	6ai6_C	1
TRAIN	1yzd_B	1006
TRAIN	5o9z_2	654
TRAIN	7abg_2	654
TRAIN	6ifl_I	584
TRAIN	6ifr_N	584
TRAIN	6ify_I	584
TRAIN	6ifz_I	584
TRAIN	6ifk_N	584
TRAIN	6ig0_N	584
TRAIN	6ifu_I	584
TRAIN	6alh_A	2086
TRAIN	6t0n_R	2147
TRAIN	6x2n_Q	1610
TRAIN	7edn_A	1464
TRAIN	6xb7_A	1652
TRAIN	7eu0_N	1813
TRAIN	6vyx_6	2033
TRAIN	6x7f_6	2033
TRAIN	6x7k_6	2033
TRAIN	6vyt_6	2033
TRAIN	6vzj_6	2033
TRAIN	6vu3_6	2033
TRAIN	6xii_6	2033
TRAIN	6x6t_6	2033
TRAIN	6vz2_6	2033
TRAIN	6vyr_6	2033
TRAIN	6vyw_6	2033
TRAIN	6vyu_6	2033
TRAIN	6vz7_6	2033
TRAIN	6x9q_6	2033
TRAIN	6xdq_6	2033
TRAIN	6vyz_6	2033
TRAIN	6p19_2	2033
TRAIN	6xij_6	2033
TRAIN	6vyy_6	2033
TRAIN	6xdr_6	2033
TRAIN	6vz5_6	2033
TRAIN	6vyq_6	2033
TRAIN	6vys_6	2033
TRAIN	6xgf_6	2033
TRAIN	7mkn_N	2323
TRAIN	6kc8_C	562
TRAIN	6jdv_C	562
TRAIN	1g1x_I	203
TRAIN	1g1x_D	203
TRAIN	6hak_T	895
TRAIN	6hak_E	895
TRAIN	6xn4_R	121
TRAIN	6xn7_R	121
TRAIN	6xn3_R	121
TRAIN	5wsg_D	1289
TRAIN	5gmk_D	1289
TRAIN	6bk8_5	1289
TRAIN	7b9v_5	1289
TRAIN	6exn_5	1289
TRAIN	5ns4_D	160
TRAIN	1mji_D	160
TRAIN	5ns4_C	160
TRAIN	1mji_C	160
TRAIN	7wb0_B	692
TRAIN	1cql_A	455
TRAIN	4jng_L	2511
TRAIN	2cd6_A	2620
TRAIN	4jrc_A	527
TRAIN	4jrc_B	527
TRAIN	3gs5_A	2348
TRAIN	6xl9_N	97
TRAIN	6xh8_1	97
TRAIN	3gtk_T	1254
TRAIN	3gtg_T	1254
TRAIN	4kyy_A	1520
TRAIN	6vzc_A	2415
