SET	PDB_ID	CLUSTER_ID
TRAIN	6j4z_N	41
TRAIN	6ir9_N	41
TRAIN	6j4y_N	41
TRAIN	6j4x_N	41
TRAIN	6j51_N	41
TRAIN	6a5u_N	41
TRAIN	6a5t_N	41
TRAIN	6a5l_N	41
TRAIN	6inq_N	41
TRAIN	6j4z_1	41
TRAIN	6a5l_1	41
TRAIN	6a5l_0	41
TRAIN	6j4z_0	41
TRAIN	6j50_0	41
TRAIN	6j50_1	41
TRAIN	6a5u_1	41
TRAIN	6a5u_0	41
TRAIN	6j51_1	41
TRAIN	6j51_0	41
TRAIN	6inq_0	41
TRAIN	6inq_1	41
TRAIN	5xtm_D	549
TRAIN	5xtm_B	549
TRAIN	5dcv_D	549
TRAIN	5dcv_B	549
TRAIN	1b36_A	648
TRAIN	6jnx_T	402
TRAIN	6jnx_N	402
TRAIN	6p18_1	402
TRAIN	6p18_2	402
TRAIN	4zld_B	1582
TRAIN	6wdi_4	1435
TRAIN	6wdl_4	1435
TRAIN	6wdm_4	1435
TRAIN	6wdh_4	1435
TRAIN	6wdj_4	1435
TRAIN	6wdk_4	1435
TRAIN	1u0b_A	328
TRAIN	1b23_R	328
TRAIN	5jbg_X	1079
TRAIN	4x4v_D	964
TRAIN	6r87_B	290
TRAIN	6r84_B	290
TRAIN	2lk3_A	1026
TRAIN	4wq1_4L	1711
TRAIN	4z31_F	1811
TRAIN	4z31_E	1811
TRAIN	2l3j_B	361
TRAIN	6pk9_A	1240
TRAIN	1s76_T	1196
TRAIN	1s77_T	1196
TRAIN	1msw_T	1196
TRAIN	4k4u_F	1319
TRAIN	4k4u_B	1319
TRAIN	2o32_A	1228
TRAIN	4wr6_4K	1803
TRAIN	5w64_T	465
TRAIN	5w5y_T	465
TRAIN	5w65_T	465
TRAIN	5w66_T	465
TRAIN	5m5y_T	465
TRAIN	5m64_T	465
TRAIN	7elp_B	565
TRAIN	7elq_B	565
TRAIN	7elq_A	565
TRAIN	7els_B	565
TRAIN	7elr_A	565
TRAIN	7elr_B	565
TRAIN	7elp_A	565
TRAIN	7els_A	565
TRAIN	2la5_A	701
TRAIN	5dea_C	701
TRAIN	5de5_A	701
TRAIN	5de5_C	701
TRAIN	5de8_C	701
TRAIN	5de8_A	701
TRAIN	5dea_A	701
TRAIN	6ytf_7	1223
TRAIN	6o6c_M	916
TRAIN	6h67_T	916
TRAIN	5dqk_A	526
TRAIN	5di2_A	526
TRAIN	5di4_A	526
TRAIN	5dh6_A	526
TRAIN	5dh8_A	526
TRAIN	5dh7_A	526
TRAIN	6h9h_E	1005
TRAIN	6h9h_D	1005
TRAIN	3a6p_D	1108
TRAIN	3a6p_I	1108
TRAIN	6kj6_H	562
TRAIN	7rdq_H	562
TRAIN	7mlj_H	562
TRAIN	6r47_B	1777
TRAIN	5f5f_H	1231
TRAIN	5f5f_B	1231
TRAIN	5f5f_D	1231
TRAIN	5f5f_F	1231
TRAIN	1t0d_C	1573
TRAIN	1t0d_A	1573
TRAIN	5t3k_C	1573
TRAIN	5t3k_A	1573
TRAIN	6ztj_CN	831
TRAIN	6zu1_CN	831
TRAIN	6ztp_CN	831
TRAIN	6ztn_CN	831
TRAIN	6ztl_CN	831
TRAIN	6zto_CN	831
TRAIN	6ztm_CN	831
TRAIN	6wjr_X	148
TRAIN	3f30_X	148
TRAIN	3f2t_X	148
TRAIN	3f2y_X	148
TRAIN	3f2w_X	148
TRAIN	3f2q_X	148
TRAIN	3f2x_X	148
TRAIN	6wjs_X	148
TRAIN	2yie_Z	148
TRAIN	6dn1_Z	148
TRAIN	2yif_Z	148
TRAIN	5kx9_Y	148
TRAIN	3f4h_Y	148
TRAIN	3f4g_Y	148
TRAIN	6dn3_Y	148
TRAIN	6bfb_Y	148
TRAIN	5c45_Y	148
TRAIN	6dn2_Y	148
TRAIN	3f4e_Y	148
TRAIN	3f4h_X	148
TRAIN	3f4e_X	148
TRAIN	6bfb_X	148
TRAIN	6dn3_X	148
TRAIN	5c45_X	148
TRAIN	3f4g_X	148
TRAIN	2yie_X	148
TRAIN	6dn1_X	148
TRAIN	2yif_X	148
TRAIN	6dn2_X	148
TRAIN	5kx9_X	148
TRAIN	6c66_J	428
TRAIN	5u07_K	428
TRAIN	5u0a_K	428
TRAIN	1q75_A	1782
TRAIN	7nk4_D	1775
TRAIN	7nik_D	1775
TRAIN	7nis_D	1775
TRAIN	7nj3_D	1775
TRAIN	7nhx_F	1775
TRAIN	7nkc_D	1775
TRAIN	7ni0_D	1775
TRAIN	7nki_D	1775
TRAIN	7nj5_D	1775
TRAIN	7nhc_D	1775
TRAIN	7nha_D	1775
TRAIN	7nkr_D	1775
TRAIN	7nk2_D	1775
TRAIN	7nk1_D	1775
TRAIN	7nk6_D	1775
TRAIN	7nk8_D	1775
TRAIN	7nil_D	1775
TRAIN	7nka_D	1775
TRAIN	7nj4_D	1775
TRAIN	7nj7_D	1775
TRAIN	7nir_D	1775
TRAIN	5i2d_T	389
TRAIN	5i2d_I	389
TRAIN	6swe_4	1493
TRAIN	7lys_D	1485
TRAIN	6zlc_D	1416
TRAIN	6zlc_C	1416
TRAIN	7d2l_B	596
TRAIN	7d3j_B	596
TRAIN	7eu9_B	596
TRAIN	7d8c_B	596
TRAIN	3j0o_h	149
TRAIN	3j0p_h	149
TRAIN	3j0q_h	149
TRAIN	3j0l_h	149
TRAIN	1ysh_A	912
TRAIN	7oa3_B	489
TRAIN	7oav_C	489
TRAIN	7oax_C	489
TRAIN	7oav_A	489
TRAIN	7oax_A	489
TRAIN	7oav_D	489
TRAIN	7oaw_A	489
TRAIN	7oaw_B	489
TRAIN	7oav_B	489
TRAIN	7oax_D	489
TRAIN	7oaw_D	489
TRAIN	7oax_B	489
TRAIN	7oaw_C	489
TRAIN	7oa3_A	489
TRAIN	3rw6_F	407
TRAIN	3rw6_H	407
TRAIN	1ooa_D	859
TRAIN	1ooa_C	859
TRAIN	2jwv_A	859
TRAIN	6gov_L	667
TRAIN	7r81_B1	118
TRAIN	3hoy_T	1361
TRAIN	4cxg_b	1600
TRAIN	4cxh_b	1600
TRAIN	3j0l_1	501
TRAIN	7vbc_T	1300
TRAIN	1kos_A	1540
TRAIN	1r3e_D	1540
TRAIN	1r3e_C	1540
TRAIN	1r3e_E	1540
TRAIN	4a3j_T	1707
TRAIN	4v9i_CW	281
TRAIN	4v6f_CC	281
TRAIN	5wf0_y	281
TRAIN	6wd2_7	281
TRAIN	5tcu_D	281
TRAIN	4p6f_XW	281
TRAIN	6qnr_2L	281
TRAIN	5ndj_X4	281
TRAIN	6olz_Bv	281
TRAIN	4v6f_BB	281
TRAIN	6zto_AX	281
TRAIN	6wdf_7	281
TRAIN	7n31_Dt	281
TRAIN	6wdl_7	281
TRAIN	7n1p_Dt	281
TRAIN	3jcd_8	281
TRAIN	6qnr_1K	281
TRAIN	4v9c_AV	281
TRAIN	6ztn_AX	281
TRAIN	4v7d_BV	281
TRAIN	4v5r_CW	281
TRAIN	6qnr_5K	281
TRAIN	5imr_5	281
TRAIN	6wdm_7	281
TRAIN	4uje_AV	281
TRAIN	5ndk_X4	281
TRAIN	4v6f_BC	281
TRAIN	6wnw_7	281
TRAIN	4v6l_AE	281
TRAIN	5uq8_z	281
TRAIN	5ndk_X1	281
TRAIN	6o8w_u	281
TRAIN	4wqf_BW	281
TRAIN	4v8j_AW	281
TRAIN	4v5g_CV	281
TRAIN	4wqu_BW	281
TRAIN	4v5s_CV	281
TRAIN	6wdg_7	281
TRAIN	6ztp_AX	281
TRAIN	4v6f_CD	281
TRAIN	4v8u_CV	281
TRAIN	6y0g_B4	281
TRAIN	4v5r_AV	281
TRAIN	5aj0_Bv	281
TRAIN	4v5p_CW	281
TRAIN	4v5s_CW	281
TRAIN	3jce_6	281
TRAIN	7lh5_AW	281
TRAIN	5wfk_y	281
TRAIN	4v5l_AW	281
TRAIN	4v9d_BV	281
TRAIN	3jcd_9	281
TRAIN	4v4i_z	281
TRAIN	5aa0_BC	281
TRAIN	4wqr_3L	281
TRAIN	6qnr_2K	281
TRAIN	4v68_AW	281
TRAIN	5ndk_V1	281
TRAIN	4v5d_AW	281
TRAIN	5wdt_y	281
TRAIN	3j0l_W	281
TRAIN	5ndj_W4	281
TRAIN	6wdk_7	281
TRAIN	6wdj_7	281
TRAIN	4v5r_CV	281
TRAIN	4v51_AW	281
TRAIN	5we6_y	281
TRAIN	4v5g_AV	281
TRAIN	5kpw_30	281
TRAIN	4v7c_AV	281
TRAIN	4v4y_AC	281
TRAIN	4v5q_AV	281
TRAIN	6o9j_v	281
TRAIN	4v9d_AV	281
TRAIN	5imq_5	281
TRAIN	5aj0_Bw	281
TRAIN	4woi_DW	281
TRAIN	4uje_AW	281
TRAIN	3j46_a	281
TRAIN	6wd5_7	281
TRAIN	6wda_7	281
TRAIN	4v9c_CV	281
TRAIN	5iqr_4	281
TRAIN	5mmm_z	281
TRAIN	7ac7_7	281
TRAIN	4v5e_AW	281
TRAIN	5ndk_W1	281
TRAIN	6wd9_7	281
TRAIN	4v5q_AW	281
TRAIN	4v5d_CW	281
TRAIN	7abz_7	281
TRAIN	5ndj_V4	281
TRAIN	3j0o_W	281
TRAIN	4v4y_AB	281
TRAIN	5uym_Y	281
TRAIN	6vwn_5	281
TRAIN	6qnr_3K	281
TRAIN	4v8j_CW	281
TRAIN	3bbv_z	281
TRAIN	6wdd_7	281
TRAIN	4wt1_3L	281
TRAIN	6c5l_AV	281
TRAIN	4v69_AW	281
TRAIN	4wsd_1L	281
TRAIN	6ztn_AZ	281
TRAIN	4wsd_3L	281
TRAIN	4wqf_DW	281
TRAIN	4wt1_3K	281
TRAIN	4wqu_DW	281
TRAIN	4woi_AX	281
TRAIN	4wt8_C3	281
TRAIN	6y4b_F	281
TRAIN	4v5p_CV	281
TRAIN	4v5e_CV	281
TRAIN	4w2e_w	281
TRAIN	4v5e_AV	281
TRAIN	6wde_7	281
TRAIN	6y2l_B4	281
TRAIN	4wqr_1L	281
TRAIN	5kpv_30	281
TRAIN	4v6f_BD	281
TRAIN	5uq7_z	281
TRAIN	4v5q_CV	281
TRAIN	4v5g_CW	281
TRAIN	5wfs_y	281
TRAIN	3jce_9	281
TRAIN	7lh5_CW	281
TRAIN	6bu8_Y	281
TRAIN	6ztj_AX	281
TRAIN	4v5c_CW	281
TRAIN	6olg_Bv	281
TRAIN	4v6k_BE	281
TRAIN	4v5q_CW	281
TRAIN	4v6k_BB	281
TRAIN	4v7c_AW	281
TRAIN	4v5p_AV	281
TRAIN	4wqr_3K	281
TRAIN	6c5l_CV	281
TRAIN	4v5r_AW	281
TRAIN	4v5p_AW	281
TRAIN	4ujc_AA	281
TRAIN	5ndj_V1	281
TRAIN	4v5g_AW	281
TRAIN	4v6f_CB	281
TRAIN	4v51_CW	281
TRAIN	4wsd_1K	281
TRAIN	6qnr_1L	281
TRAIN	4v6l_AB	281
TRAIN	4v5l_AV	281
TRAIN	5we4_y	281
TRAIN	4wzo_3K	281
TRAIN	4v5s_AV	281
TRAIN	6wd4_7	281
TRAIN	4wqr_1K	281
TRAIN	5ndk_V4	281
TRAIN	6qnr_3L	281
TRAIN	4p6f_QW	281
TRAIN	4v8u_AV	281
TRAIN	5kpx_30	281
TRAIN	4wro_1L	281
TRAIN	5uyl_Y	281
TRAIN	7mdz_2	281
TRAIN	6y0g_D4	281
TRAIN	6wd6_7	281
TRAIN	4wro_3K	281
TRAIN	6wd8_7	281
TRAIN	4wzo_3L	281
TRAIN	4wt1_1K	281
TRAIN	4v4y_AD	281
TRAIN	4v97_AW	281
TRAIN	6wd3_7	281
TRAIN	6zu1_AX	281
TRAIN	5uyk_Y	281
TRAIN	4v97_CW	281
TRAIN	4v5e_CW	281
TRAIN	5ndj_W1	281
TRAIN	4v5s_AW	281
TRAIN	4v9i_AW	281
TRAIN	4wro_3L	281
TRAIN	4v7d_BW	281
TRAIN	6ztl_AX	281
TRAIN	5ndj_X1	281
TRAIN	4v5c_AW	281
TRAIN	4wt8_D3	281
TRAIN	5ndk_W4	281
TRAIN	5ot7_2	281
TRAIN	4wt1_1L	281
TRAIN	6ztm_AX	281
TRAIN	4ujd_BA	281
TRAIN	6zvi_d	281
TRAIN	6sv4_nc	281
TRAIN	6i7o_nb	281
TRAIN	6sv4_nb	281
TRAIN	3jbv_V	281
TRAIN	7s1g_A	281
TRAIN	7s1i_A	281
TRAIN	7n2c_Dt	281
TRAIN	7n2u_Dt	281
TRAIN	7n2v_Dt	281
TRAIN	7n30_Dt	281
TRAIN	7osm_ASIT	281
TRAIN	6vwl_5	281
TRAIN	6vwm_5	281
TRAIN	6yst_w	281
TRAIN	7pjv_w	281
TRAIN	7pjx_w	281
TRAIN	7pjt_w	281
TRAIN	6ysr_w	281
TRAIN	6ysu_w	281
TRAIN	6yss_w	281
TRAIN	7pjz_w	281
TRAIN	7pjw_w	281
TRAIN	7pju_w	281
TRAIN	7pjy_w	281
TRAIN	7pjs_w	281
TRAIN	3j7r_S6	281
TRAIN	6w6l_v	281
TRAIN	6uz7_3	281
TRAIN	6q95_8	281
TRAIN	6htq_u	281
TRAIN	5iqr_6	281
TRAIN	4v90_AV	281
TRAIN	4wsd_3K	281
TRAIN	5doy_1w	281
TRAIN	5aa0_BE	281
TRAIN	3j0l_Y	281
TRAIN	6c5l_AW	281
TRAIN	4wt8_C2	281
TRAIN	3j0o_Y	281
TRAIN	6c5l_CW	281
TRAIN	5tcu_E	281
TRAIN	3j0o_V	281
TRAIN	5aa0_BD	281
TRAIN	6wd7_7	281
TRAIN	6y3g_F	281
TRAIN	3j0l_V	281
TRAIN	3j0p_Y	281
TRAIN	6htq_w	281
TRAIN	6w6l_u	281
TRAIN	4w2g_AY	281
TRAIN	4v9h_AV	281
TRAIN	6cfj_1y	281
TRAIN	4z3s_1y	281
TRAIN	5j8b_w	281
TRAIN	1vy4_AW	281
TRAIN	6xhy_1w	281
TRAIN	5j4c_1y	281
TRAIN	6xhw_1w	281
TRAIN	4w2i_AY	281
TRAIN	7rq8_1y	281
TRAIN	6uo1_1y	281
TRAIN	7rq9_1y	281
TRAIN	6xhv_1y	281
TRAIN	5w4k_1y	281
TRAIN	1vy4_AY	281
TRAIN	4w2e_x	281
TRAIN	5j4b_1y	281
TRAIN	3j7r_S5	281
TRAIN	4w2g_AW	281
TRAIN	6cfj_1w	281
TRAIN	4z3s_1w	281
TRAIN	4wpo_BY	281
TRAIN	6xhv_1w	281
TRAIN	4y4p_1w	281
TRAIN	6nd5_1w	281
TRAIN	6ucq_2x	281
TRAIN	4wqu_BY	281
TRAIN	6hcq_q3	281
TRAIN	5wit_1w	281
TRAIN	4w2i_AW	281
TRAIN	6hcj_q3	281
TRAIN	1vy5_AW	281
TRAIN	5w4k_1w	281
TRAIN	4y4p_1y	281
TRAIN	6ucq_2y	281
TRAIN	5wis_1w	281
TRAIN	6xhy_1y	281
TRAIN	4w2f_AW	281
TRAIN	6ucq_1x	281
TRAIN	5j4b_1w	281
TRAIN	1vy5_AY	281
TRAIN	4wpo_BW	281
TRAIN	6xhw_1y	281
TRAIN	5wit_1y	281
TRAIN	6nd5_1y	281
TRAIN	4wqf_BY	281
TRAIN	6ucq_1y	281
TRAIN	5j8b_y	281
TRAIN	5doy_1y	281
TRAIN	5j4c_1w	281
TRAIN	5wis_1y	281
TRAIN	4w2f_AY	281
TRAIN	2zxu_C	281
TRAIN	3j9z_S7	281
TRAIN	5t7v_D	281
TRAIN	2zm5_C	281
TRAIN	3foz_C	281
TRAIN	4wro_1K	281
TRAIN	5doy_2w	281
TRAIN	4yco_D	281
TRAIN	4w2i_CY	281
TRAIN	6xhw_2y	281
TRAIN	5doy_2y	281
TRAIN	4wqf_DY	281
TRAIN	7rq8_2y	281
TRAIN	6xhv_2y	281
TRAIN	6uo1_2y	281
TRAIN	6nd5_2y	281
TRAIN	5wis_2y	281
TRAIN	6cfj_2y	281
TRAIN	4wqu_DY	281
TRAIN	5j4b_2y	281
TRAIN	1vy4_CY	281
TRAIN	4wpo_DY	281
TRAIN	7rq9_2y	281
TRAIN	4z3s_2y	281
TRAIN	4z3s_2w	281
TRAIN	5wit_2y	281
TRAIN	4y4p_2y	281
TRAIN	6y57_D4	281
TRAIN	6xhy_2y	281
TRAIN	4w2g_CY	281
TRAIN	5w4k_2y	281
TRAIN	5j4c_2y	281
TRAIN	1vy5_CY	281
TRAIN	4w2f_CY	281
TRAIN	4v8m_AB	281
TRAIN	6wdi_7	281
TRAIN	6wdc_7	281
TRAIN	6wdb_7	281
TRAIN	6wdh_7	281
TRAIN	7qgh_u	281
TRAIN	7qg8_A	281
TRAIN	3l0u_A	281
TRAIN	4wpo_DW	281
TRAIN	4w2i_CW	281
TRAIN	5j4c_2w	281
TRAIN	1vy4_CW	281
TRAIN	1vy5_CW	281
TRAIN	5wit_2w	281
TRAIN	6xhw_2w	281
TRAIN	4w2g_CW	281
TRAIN	6nd5_2w	281
TRAIN	4y4p_2w	281
TRAIN	6xhy_2w	281
TRAIN	4w2f_CW	281
TRAIN	5w4k_2w	281
TRAIN	5j4b_2w	281
TRAIN	5wis_2w	281
TRAIN	6xhv_2w	281
TRAIN	6cfj_2w	281
TRAIN	7rq9_1w	281
TRAIN	4yco_F	281
TRAIN	6uo1_1w	281
TRAIN	7rq8_1w	281
TRAIN	7rq9_2w	281
TRAIN	6uo1_2w	281
TRAIN	7rq8_2w	281
TRAIN	3foz_D	281
TRAIN	2zxu_D	281
TRAIN	2zm5_D	281
TRAIN	4yco_E	281
TRAIN	2n6x_A	603
TRAIN	4qik_D	1514
TRAIN	7d58_R	1604
TRAIN	7ozq_E	768
TRAIN	7ozq_G	768
TRAIN	7ozq_H	768
TRAIN	7ozq_F	768
TRAIN	5zal_C	443
TRAIN	6t0n_R	1790
TRAIN	4wrt_R	1790
TRAIN	4x4u_G	1509
TRAIN	3gs5_A	997
TRAIN	1gax_D	308
TRAIN	1gax_C	308
TRAIN	1ivs_D	308
TRAIN	1ivs_C	308
TRAIN	1h1k_K	6
TRAIN	1szy_A	1179
TRAIN	2jym_A	1143
TRAIN	6u7y_A	1106
TRAIN	6u7z_A	1106
TRAIN	4jk0_B	1161
TRAIN	4al7_B	1820
TRAIN	4w5t_B	1699
TRAIN	5y36_D	625
TRAIN	5y36_C	625
TRAIN	7kvt_B	245
TRAIN	7kvu_G	245
TRAIN	7kvv_D	245
TRAIN	7ogm_P	516
TRAIN	7kha_J	572
TRAIN	5dm7_Y	108
TRAIN	7a0s_Y	108
TRAIN	2zjq_Y	108
TRAIN	2zjp_Z	108
TRAIN	4ioa_Y	108
TRAIN	3dll_Z	108
TRAIN	7a18_Y	108
TRAIN	5dm6_Y	108
TRAIN	4io9_Y	108
TRAIN	3cf5_Z	108
TRAIN	4ioc_Y	108
TRAIN	4u67_Y	108
TRAIN	4wfn_Y	108
TRAIN	2zjr_Y	108
TRAIN	5jvh_Y	108
TRAIN	3pio_Y	108
TRAIN	7a0r_Y	108
TRAIN	5jvg_Y	108
TRAIN	3pip_Y	108
TRAIN	4v49_B9	108
TRAIN	1nkw_9	108
TRAIN	1nwx_9	108
TRAIN	1xbp_9	108
TRAIN	3jq4_B	108
TRAIN	4v4a_B9	108
TRAIN	1sm1_9	108
TRAIN	3fwo_B	108
TRAIN	1nwy_9	108
TRAIN	1y69_9	108
TRAIN	5c5w_A	1330
TRAIN	5ah5_D	251
TRAIN	5ah5_C	251
TRAIN	4j39_B	1375
TRAIN	5lwj_A	750
TRAIN	1kis_A	1738
TRAIN	6mfr_F	1659
TRAIN	1wsu_G	1198
TRAIN	2m58_A	431
TRAIN	4enb_A	482
TRAIN	3vrs_A	482
TRAIN	4en5_A	482
TRAIN	4enc_A	482
TRAIN	4ena_A	482
TRAIN	5f9r_A	138
TRAIN	6mcb_B	138
TRAIN	5vzl_B	138
TRAIN	6mcc_B	138
TRAIN	6o0x_B	138
TRAIN	6o0y_B	138
TRAIN	1ajf_A	1520
TRAIN	6gov_R	532
TRAIN	5lm7_R	532
TRAIN	5ms0_R	532
TRAIN	5lm7_G	532
TRAIN	6o6c_L	1770
TRAIN	3po2_P	1831
TRAIN	6omv_E	1593
TRAIN	6id0_G	364
TRAIN	6id1_G	364
TRAIN	4ol8_C	1576
TRAIN	4ol8_G	1576
TRAIN	6xas_R	1532
TRAIN	6du4_B	848
TRAIN	5w51_T	849
TRAIN	5w4u_T	849
TRAIN	1m5p_E	200
TRAIN	1m5v_B	200
TRAIN	1m5k_E	200
TRAIN	1m5v_E	200
TRAIN	1m5k_B	200
TRAIN	1m5o_B	200
TRAIN	1m5o_E	200
TRAIN	1m5p_B	200
TRAIN	6xlm_T	1616
TRAIN	6xln_T	1616
TRAIN	7d8o_B	659
TRAIN	7d8o_H	659
TRAIN	7d8o_F	659
TRAIN	7d8o_L	659
TRAIN	7d8o_J	659
TRAIN	7d8o_D	659
TRAIN	2xdd_F	659
TRAIN	2xd0_I	659
TRAIN	2xd0_G	659
TRAIN	2xd0_W	659
TRAIN	2xd0_H	659
TRAIN	2xdb_G	659
TRAIN	2xdd_G	659
TRAIN	2xdd_H	659
TRAIN	2xd0_U	659
TRAIN	2xd0_V	659
TRAIN	2o5j_H	1724
TRAIN	2o5i_Y	1724
TRAIN	2o5i_H	1724
TRAIN	2o5j_Y	1724
TRAIN	2ppb_Y	1724
TRAIN	2ppb_H	1724
TRAIN	5nfv_D	981
TRAIN	6w5c_B	503
TRAIN	6w64_B	503
TRAIN	6w62_B	503
TRAIN	7dn3_X	1700
TRAIN	7enr_B	204
TRAIN	7eni_B	204
TRAIN	5da6_A	771
TRAIN	4rbq_A	771
TRAIN	1kpz_A	882
TRAIN	1kpy_A	882
TRAIN	2rp0_A	882
TRAIN	2rp1_A	882
TRAIN	7qep_2	120
TRAIN	6rm3_L70	120
TRAIN	6lt7_F	510
TRAIN	6lt7_C	510
TRAIN	5el5_4K	1236
TRAIN	5el7_4K	1236
TRAIN	6ny1_D	1588
TRAIN	1kis_B	1742
TRAIN	3j0o_2	145
TRAIN	3j0l_2	145
TRAIN	3j0q_2	145
TRAIN	3j0p_2	145
TRAIN	7fj0_A	1281
TRAIN	4tuc_XY	1818
TRAIN	4tuc_QY	1818
TRAIN	4tue_QY	1818
TRAIN	4tue_XY	1818
TRAIN	4tud_QY	1818
TRAIN	4tud_XY	1818
TRAIN	1eht_A	754
TRAIN	1o15_A	754
TRAIN	6zmo_CB	223
TRAIN	5wnp_b	1796
TRAIN	5wnt_b	1796
TRAIN	5wnv_b	1796
TRAIN	1y27_X	381
TRAIN	3rkf_C	381
TRAIN	3rkf_B	381
TRAIN	3rkf_A	381
TRAIN	3rkf_D	381
TRAIN	6ubu_B	381
TRAIN	6uc8_B	381
TRAIN	3ger_A	381
TRAIN	6uc7_B	381
TRAIN	5c7u_B	381
TRAIN	6uc9_B	381
TRAIN	3g4m_A	381
TRAIN	4fe5_B	381
TRAIN	5c7w_C	381
TRAIN	3gao_A	381
TRAIN	3fo6_A	381
TRAIN	2ees_A	381
TRAIN	2eet_A	381
TRAIN	4fej_B	381
TRAIN	4fep_B	381
